frame_nr;type;score;center_x;center_y
96122;0;1.1622743849572696;95;58
96122;0;0.9794154410180608;57;65
96123;0;1.415661240082697;91;60
96123;0;0.7965944056329289;52;65
96124;0;1.5032590870675602;87;58
96124;1;0.4995356902428816;49;66
96125;0;1.0177479033288517;83;58
96125;1;0.44614381640636425;45;66
96126;0;0.9850615505990544;81;60
96127;0;0.5778330807504216;75;58
96128;0;1.0030715708550968;72;60
96128;0;0.3999623303231755;24;70
96129;0;1.188446188431696;67;60
96129;0;1.0358772520837345;17;72
96130;0;0.9784844164666692;62;60
96130;0;0.7445301060494939;17;72
96131;0;0.8585430626687566;57;60
96132;0;0.9010344986733952;57;60
96133;1;1.1475527986832808;53;62
96134;1;0.9331212744065474;45;62
96135;1;0.9951899751969526;45;66
96136;0;0.022252762776331036;35;67
96137;1;0.46904940455638866;25;62
96138;0;0.6767865662393132;23;67
96139;0;0.9143876080331365;17;67
96140;1;0.9938830837556074;17;70
96141;1;0.6178334459611128;6;73
98013;0;0.5764366631326238;107;58
98014;0;0.7849805598077336;103;58
98015;0;0.2954393868264714;99;58
98016;0;0.48168005989165696;96;60
98017;0;0.5640492682275334;91;60
98018;0;0.4842332844552556;86;60
98019;0;0.7335372214135686;81;60
98020;0;0.7529313807305852;76;60
98021;0;0.7385232691583196;72;60
98022;0;0.37719252155394944;67;65
98023;0;0.8522875551995793;62;65
98024;0;0.6504599098977605;57;65
98025;1;0.4912750229188154;57;66
98026;0;0.896329546433405;48;65
98027;1;1.0477210983582685;45;66
98029;0;0.8354602103051701;21;74
98030;0;1.28945031211944;17;72
98031;0;0.9852509741601506;17;72
98032;1;0.2454460367509077;6;78
104279;0;0.1635867600259343;143;58
104287;0;0.6940492634591618;107;58
104288;0;0.5422309880075017;103;58
104289;0;0.195255065422968;99;58
104290;0;0.4146595244226018;96;60
104291;0;0.7817596440133611;91;60
104292;0;1.057929659348444;86;60
104293;0;0.8493620400247136;81;60
104294;0;0.40657630012603196;79;62
104295;0;0.6719738488015691;71;62
104296;0;0.5554898028192082;67;62
